text,translation,target
"http://bit.ly/5PPdT  if they don't win i will ,,, CRY  lol just kidding but seriously they have too!","http://bit.ly/5PPdT dacă nu câștigă, o să... PLÂNG, glumesc, dar serios, trebuie să câștige!",0
"I just said goodbye to some friends  Hope I'll see them again. Tomorrow, Sweden!","Tocmai am spus la revedere unor prieteni. Sper să îi revăd. Mâine, Suedia!",0
@ChristPA I really don't wanna be a vampire loving tween ,@ChristPA Nu vreau să fiu un adolescent care iubește vampirii.,0
cat nap didn't help ,o scurtă siestă nu a ajutat.,0
@DonnieWahlberg: What happened to the Asian love on the unofficial video? I guess mine didn't make the cut. ,@DonnieWahlberg: Ce s-a întâmplat cu dragostea asiatică în videoclipul neoficial? Cred că al meu nu a fost selectat.,0
so stealth I got the movie  gonna go watch it....Method Man and Redman are life!,"atât de discret, am obținut filmul, o să-l vizionez... Method Man și Redman sunt viața!",4
Great iam geting sick  takeing a sh0wer  (DIE OR DANCE),"Groaznic, mă simt rău, mă duc să fac un duș (MORI SAU DANSEAZĂ)",0
"ow, i can't move my neck or my back   hurts too much and i don't know why D:","au, nu îmi pot mișca gâtul sau spatele, doare prea tare și nu știu de ce D:",0
@suchietje Glad to hear it ,@suchietje Mă bucur să aud asta.,4
Riding train to work on a dreary Monday morning ,Călătorind cu trenul la muncă într-o dimineață ploioasă de luni.,0
@TheSpencerSmith http://twitpic.com/3cfwi - ,@TheSpencerSmith http://twitpic.com/3cfwi -,4
@teefchen i just hooked it up to my cell. You just texted me ,@teefchen tocmai l-am conectat la telefonul meu. Ai trimis un mesaj.,4
Amazing person and a leader Now its time to say a big thank you Dial my number any time as You will always have me as a friend ,Persoană uimitoare și un lider Acum este momentul să spun un mare mulțumesc Sună-mă oricând pentru că vei avea mereu un prieten,4
is back to work!  #squarespace,s-a întors la muncă!  #squarespace,0
@joshtastic1 they should bottle it  LOL,@joshtastic1 ar trebui să îl îmbutelieze  LOL,4
@LADYRUMDRIK it's the swine..... lol  im sorry ur not feeling good mamash!,"@LADYRUMDRIK e gripa..... lol  îmi pare rău că nu te simți bine, mamash!",0
@_misshannah damn you !!!  that's properly unfair!,@_misshannah bleah tu !!!  asta e cu adevărat nedrept!,0
so so burnt ,atât de ars,0
Nawww!!11!!!  Congratulations Lyn-z and Gerard on Bandit Lee. i honestly couldnt be happier for you!!!  ,"Nawww!!11!!!  Felicitări Lyn-z și Gerard pentru Bandit Lee. sincer, nu aș putea fi mai fericit pentru voi!!!",4
owl city is playing at chain in october too bad im not gonna be here for that ,"owl city va cânta la chain în octombrie, păcat că nu voi fi aici pentru asta",0
"@PaulKCMF I want to kill the ex at the moment, but I'd get in trouble for it ","@PaulKCMF vreau să omor fostul în acest moment, dar aș avea probleme din cauza asta",0
@YourDarlinh wtf are you still awake? I wanna go swimming ,@YourDarlinh ce faci încă trează? Vreau să merg să înot,4
@OnlyQ NO!  $%@#$ People on MMO forums are saying its taking from 2 days to a week! wtf? So much for playing this weekend.,@OnlyQ NU!  $%@#$ Oamenii de pe forumurile MMO spun că durează de la 2 zile până la o săptămână! ce naiba? Atât despre a juca în acest weekend.,0
"crappy day turned awesome at work, only to come home to discover that my chico dog is sick ","zi proastă care s-a transformat în minunată la muncă, doar pentru a veni acasă și a descoperi că câinele meu chico este bolnav",0
@kayakchick @hllf I hear that Washington is beautiful ,@kayakchick @hllf am auzit că Washingtonul este frumos,4
@shadowfaerie ahhh i'll be driving to pick up hannah wed.  ,@shadowfaerie ahhh o să conduc să o iau pe hannah miercuri.,0
Am bout 2 go 2 sixflags and ride da new terminator salvation!!  cheeaaaaaa!! Haha &lt;~Luis~&gt;,Sunt pe cale să merg la sixflags și să mă plimb cu noul terminator salvation!!  cheeaaaaaa!! Haha &lt;~Luis~&gt;,4
@lexiphanic Awww too cute my lil Greggles.  Miss you too.  We didn't have a final Feist dance ,@lexiphanic Awww prea drăguț micuțul meu Greggles.  Mi-e dor și de tine.  Nu am avut un dans final Feist,0
"@cmartini86 Yeah, we didn't see a lot of people!  it was just a bad week to come, I should be back in a month though! hopefully...","@cmartini86 Da, nu am văzut mulți oameni!  a fost o săptămână proastă să vin, dar ar trebui să mă întorc într-o lună! sper că...",0
Went to the dark side and rooted my G1 ,Am mers pe partea întunecată și mi-am rootat G1-ul,4
@bevsss @maiasky Girls! Are we having dinner on Wednesday?? With Mels and Pews? ,@bevsss @maiasky Fete! Mergem la cină miercuri?? Cu Mels și Pews?,4
"wish a never got the daft tattoo, a canny sunbed  lol","aș fi vrut să nu îmi fac tatuajul prost, nu mai pot face solar  lol",0
i made jiffypop because we have a gas stove here. only to find out it is loaded in trans- and saturated fats  i opted for triscuts.,"Am făcut Jiffy Pop pentru că avem aragaz aici. Doar că am aflat că este plin de grăsimi trans și saturate, așa că am optat pentru Triscuits.",0
@_supernatural_ Hi ;) can u tell me if u have managed to mail them things yet? i have tried emailing u but with no luck ,"@_supernatural_ Salut ;) poți să-mi spui dacă ai reușit să le trimiți lucrurile încă? Am încercat să-ți trimit un email, dar fără noroc.",0
@routhietootie Camilla! I love your eyes! You have the cutest face! and the most gorgeous figure. Really good actor. ,@routhietootie Camilla! Îmi plac ochii tăi! Ai cea mai drăguță față! Și cea mai superbă siluetă. Ești cu adevărat un actor bun.,4
"installed windows 7 on laptop, so far its A LOT better than Vista   Think xp will finally have a successor","Am instalat Windows 7 pe laptop, până acum este mult mai bun decât Vista. Cred că XP va avea în sfârșit un succesor.",4
@sammyisonfire You should ask if people want to see kevin jonas in a leotard. ,@sammyisonfire Ar trebui să întrebi oamenii dacă vor să-l vadă pe Kevin Jonas într-un body.,4
love spain! it's so much fun! ,Iubesc Spania! Este atât de distractiv!,4
@bewareofabkco someone left a baby in a box in phoenix yesterday. sick fucks! ,@bewareofabkco Cineva a lăsat un bebeluș într-o cutie în Phoenix ieri. Oameni bolnavi!,0
In a period of exams days are for study and nights for study and sleep... no funny time... ,"Într-o perioadă de examene, zilele sunt pentru studiu și nopțile sunt pentru studiu și somn... fără timp de distracție...",0
@surenmehla thnx 4 appreciating.. ,@surenmehla Mulțumesc pentru apreciere...,4
@Lauradorax3 Sweet me too! i cant wait to tell the receptionist in the Doctors office about it  she likes hearing about our adventures ...,"@Lauradorax3 Super, și eu! Abia aștept să-i spun recepționistei de la cabinetul medical despre asta, îi place să audă despre aventurile noastre...",4
@xPowxBangxBoomx dammiitt!! i wish i had MTV ,@xPowxBangxBoomx Draga mea!! Aș vrea să am MTV.,0
@jennmarie226 jealous I still have like 100 and something - and they havent even announced dates ,"@jennmarie226 Invidioasă, eu încă am vreo 100 și ceva - și nici măcar nu au anunțat încă datele.",0
"i am on sofa with a migraine, ",Sunt pe canapea cu migrenă.,0
Up an idk y ,Nu știu de ce sunt treaz.,0
@thenewbnb @shivaranjan @arjunvj waat lag gai pairo ki!  hopefully I'll be able to run soon,@thenewbnb @shivaranjan @arjunvj Ce durere în picioare! Sper că voi putea alerga curând.,0
My head isn't healing well it feels that way ,"Capul meu nu se vindecă bine, așa simt.",0
"I'm up early, I wish I was going to bamboozle! ","M-am trezit devreme, aș fi vrut să merg la Bamboozle!",0
Now I'll NEVER win the Hair lottery ,Acum nu voi câștiga NICIODATĂ la loteria părului.,0
I'm emo because I can't be part of demi's music video! one of the saddest days of my life ,Sunt emoționată pentru că nu pot face parte din videoclipul muzical al lui Demi! Una dintre cele mai triste zile din viața mea.,0
@EBBSBABY lmao ha windows in the back &amp; the bitch dnt have steps ,"@EBBSBABY hahaha, ferestrele în spate și femeia nu are scări.",0
@IRe_laNd ,Examenul s-a terminat. Barcelona mâine. Abia am terminat de făcut bagajele... sau mai bine zis sora mea dragă le-a făcut. ;) VREAU SĂ-L VĂD PE BRUNO!,0
Exam over. Barcelona tomorrow. Just finished packing... well my kind sister just did. ;) I WANT TO SEE BRUNO! ,Cum ai reușit să obții 3.0?? Eu nu pot încă... Asta mă supără... trebuie să descarc iTunes 8.2?,0
@hughsbeautiful How did you ge 3.0??  I can't get it yet... This makes me upset... do I need to get iTunes 8.2?,Sunt în Texarkana. Cred că calculatorul meu are un virus. Am postat pe contul surorii mele @tanyaka. pagina ei e jalnică!,0
i am in texarkana. think my computer has a  virus  . i've been tweeting from my sis' account @tanyaka. her page sucks!,"Bine, e AL NOSTRU",0
@SlantedSmiley fine its OURS ,Mulțumesc. Îmi plac postările tale.,4
thatboy; - Your welcome. I like your posts.  http://tumblr.com/xp01ys7mt,Nu mai am bilete decât dacă câștig bilete pentru Irvine sau cedez și merg la alt concert,4
@HOTTVampChick no  no more unless I win irvine tix or break down and go to another concert,"Au, ceasurile biologice ale lor sunt destul de ciudate, nu-i așa? Hee. B. iubește programul. Atâta timp cât nu se potrivește cu al meu.",0
"@lounginglinda Ouch. Their biological clocks are quiet wonky, aren't they? Hee. B. loves schedule. As long as it doesn't match mine. ","Awwww, cozonacii mei săraci, trebuia să-i fac și nu i-am făcut pentru pisică, A LUAT TOATĂ PUNGA BLESTEMATĂ și a fugit, oh, băiete",4
@veropperez awwww my poor muffins i had to make those and i didnt make them for the cat HE TOOK THE WHOLE FREAKIN BAG and ran away  aw man,#iubesc tot ce e old school!,0
@AquaAHH #ilove everything old school!  ,are nevoie de ajutor de la un expert în teme de wordpress,4
needs heLp from a wordpress theme expert  http://plurk.com/p/ywsk3,"""visurile de stradă sunt făcute din acestea.... cine sunt eu să nu fiu de acord"" (-4th!rty.......! IUBESC ACEASTĂ MELODIE)....",0
~~~~&gt; &quot;street dreams are made of these....who am ! to d!sagree&quot; (-4th!rty.......! LOVE TH!S SONG)....  ,Îmi fac bagajele pentru camera mea,4
packing up my room ,Ești trează?? știu că e devreme dar nu pot să dorm,0
@lizwicker28  are you awake ?? yes i know irs early but i cant sleep ,"Nu pot să cred că Nadal a ieșit din French Open, dar sunt fericit - Federer e rândul tău acum",0
Cant Believe Nadal out of French open  but I am happy - Federer its ur turn now,"da, și eu la fel",0
@inkedveggie yeah me to ,Wahahahah nu mă face geloasă!,0
@Victoria_LPF  Wahahahah  don't make me jealous!,Transmisiune live pe #Sytycd.. Îmi lipsesc Dena și Lisa,0
Live tweet streaming on #Sytycd .. I miss Dena and Lisa ,"Fă-o, te voi urmări și voi contribui.",0
@jaxn do it  I'll follow and contribute.,"Sper să mă simt mai bine mâine, aș putea avea streptococ",4
@Sadieozdesoy hopefully i'll feel better by tomorrow  i might have strep,,0
@JonathanRKnight for realz! Safe travels- hope things go much more smoothly this time around.   &amp; that you are having a great day so far!,@JonathanRKnight pentru real! Călătorie în siguranță - sper că lucrurile vor merge mult mai ușor de data aceasta. Și sper că ai o zi minunată până acum!,4
@lolevo I CAN'T BELIEVE YOU WIID WITHOUT ME! That's what I get for leaving the country  I love you. You're gorgeous. I miss your face.,@lolevo NU POT SĂ CRED CĂ AI IEȘIT FĂRĂ MINE! Asta e ce primesc pentru că am plecat din țară  Te iubesc. Ești superbă. Îmi lipsește fața ta.,0
"To atascadeo! Again for practice  text, tweet, myspace.","La atascadeo! Din nou pentru practică text, tweet, myspace.",0
Why isnt anyone tweeting ,De ce nu postează nimeni pe Twitter?,0
"@flawnt friendly- yes, harmless- yes, Classic reading girl- yes, simple- not so much   Whatcha writing?","@flawnt prietenoasă - da, inofensivă - da, cititoare clasică - da, simplă - nu chiar  Ce scrii?",4
Shopping with sis and Alex... I don't feel like shopping when on vacation ,Cumpărături cu sora și Alex... Nu am chef de cumpărături când sunt în vacanță,0
"@MG62 Marcus, Its Raining, Again!  I hate The UK. Doing much tonightt?...","@MG62 Marcus, Plouă, din nou! Urăsc Marea Britanie. Ai planuri pentru seara asta?...",0
@ShrimptonCoutur = mother: http://tinyurl.com/qg6h4n  @ShrimptonGirl = daughter: http://tinyurl.com/r8y8yf Let us know what you think! ,@ShrimptonCoutur = mamă: http://tinyurl.com/qg6h4n @ShrimptonGirl = fiică: http://tinyurl.com/r8y8yf Spune-ne ce părere ai!,4
@dlynchtn I wish! You want to fly the team up? ,@dlynchtn Aș vrea! Vrei să aduc echipa cu avionul?,4
Haha I growled at my dog and she tilted her head and gave me the 'wtf is wrong with you' look then walked away ,"Haha am mormăit la câinele meu și ea și-a înclinat capul și mi-a aruncat privirea de 'ce ai, de fapt' apoi s-a îndepărtat",0
"catching a flight in a few hours.  surprised when i woke up from a short nap, all my bags are packed.  thank you mrs ash. ill miss you. ","Plecare cu avionul în câteva ore. Am fost surprins când m-am trezit dintr-o scurtă siestă, toate bagajele mele sunt pregătite. Mulțumesc, doamna Ash. Mi-e dor de tine.",4
exhausted and I have a brutal headache ,Extenuat și am o durere de cap brutală,0
"feels a sinus headache brewing, but can't take drugs.  ","Simt că se pregătește o durere de sinus, dar nu pot lua medicamente.",0
@caseyore well when I have to move again I know where I am going!!  yay!! lol,"@caseyore Ei bine, când va trebui să mă mut din nou știu unde merg!!  Yay!! lol",4
@sillybeggar Congrats James !! I'm sure the book is going to be a huge success ,@sillybeggar Felicitări James!! Sunt sigur că cartea va avea un succes imens,4
@Mollzy sorry I didn't see it  Message Jillian and Ill explain,@Mollzy scuze că nu am văzut mesajul  Mesajează-o pe Jillian și îți voi explica,0
@LisaAucoin just had a tooth shatter last night  Nothing new otherwise. Loving the summer schedule lol Talk soon!!,@LisaAucoin mi s-a spart un dinte aseară  Nimic nou în rest. Iubesc programul de vară lol Vorbeam curând!!,0
@akadominic I agree... I'm home on a saturday night doing hw... ,@akadominic Sunt de acord... Sunt acasă sâmbătă seara și fac teme...,0
workin the graveyard shift ,Lucrez în tura de noapte,0
whoah. i'm starting to miss him ,Uau. Încep să îmi fie dor de el,0
http://vibejournal.com/jessica_art/ needs a new home ,http://vibejournal.com/jessica_art/ are nevoie de o nouă casă,0
is sat by herself  because her time management sucks!,stă singură pentru că nu se descurcă cu gestionarea timpului!,0
"@darlingnikki08 I'm fine thankyou, apart from a bit of hayfever   How are you doing?","@darlingnikki08 Sunt bine, mulțumesc, cu excepția unei mici alergii de primăvară. Tu ce faci?",0
@tracecyrus http://twitpic.com/6ipnf - Hmmm YUM   btw why you have so many tatoos ? not like i hate it or anything lol x,"@tracecyrus http://twitpic.com/6ipnf - Hmm, DELICIOS, apropo, de ce ai atât de multe tatuaje? Nu că mi-ar displăcea sau ceva, lol x",4
@HelloEli exacly ,@HelloEli exact,0
@gypsydancer13 wow girl look at that old phone in the pic! you look cute with bangs! HOW do you get the ringlets? not like I can do it  ha,"@gypsydancer13 wow fată, uită-te la telefonul vechi din poză! Arăți drăguță cu breton! CUM îți faci buclele? Nu că aș putea să o fac, ha",0
I need a hug...and less cynicism. It's making me depressed. ,Am nevoie de o îmbrățișare...și mai puțin cinism. Mă deprimă.,0
"Going to sleep , Have a great day to everyone ","Merg să dorm, O zi minunată pentru toată lumea",4
"Right, off to work  Only 5 hours to go until I'm free xD","Bine, merg la muncă. Mai am doar 5 ore până când sunt liberă xD",0
the Red Sox got a home run ,Red Sox au marcat un home run,4
"@spoggy hi bill, thx for the follow - you do a lot of affiliate marketing? ever tried mktg your OWN thing? ","@spoggy salut Bill, mulțumesc pentru urmărire - faci mult marketing afiliat? Ai încercat vreodată să-ți promovezi PROPRIUL lucru?",4
"Pink and Yellow or Blue and Brown. Can't decide. Or should I got with Purple and Yellow - Lakers colours. Omg, ","Roz și galben sau albastru și maro. Nu pot decide. Sau ar trebui să merg cu mov și galben - culorile Lakers. Omg,",0
Not feeling so good  so a really lazy sunday today!,"Nu mă simt prea bine, așa că astăzi e o duminică foarte leneșă!",0
Had a gooood wekeend  now having a biiig breakfast to then do my HW and have the night off,"Am avut un weekend bun, acum iau un mic dejun consistent și apoi fac temele și am seara liberă",4
@MayaaKibbel the bahamas is the best place ever to relax. i can't wait to go back ,@MayaaKibbel Bahamas este cel mai bun loc pentru relaxare. Abia aștept să mă întorc,4
@Psychic09 Allright. Good night &amp; thank you very much.   *hugs*  ,@Psychic09 Bine. Noapte bună și mulțumesc foarte mult. *îmbrățișări*,4
Work is lame got my computer back but still no internet.  Come on ppls work with me here. ,"Munca e plictisitoare, mi-am primit înapoi calculatorul dar încă nu am internet. Hai, oameni, lucrați cu mine aici.",0
@MariaJEchelon no prob! im glad youre enjoyin it ,@MariaJEchelon nicio problemă! Mă bucur că îți place,4
@JackyMisson that's what i'm listenting too  a fine album,"@JackyMisson asta ascult și eu, un album bun",4
@xjaelee19x oh bestie..i admired your attention .but it's really hard..i'm so busy..hope you understand..  ,"@xjaelee19x oh, cea mai bună prietenă...am apreciat atenția ta. dar e foarte greu...sunt foarte ocupată...sper să înțelegi...",0
@Avery_Mariah cool nachos  have yew talked to jayk or any of chur friends.. that chu might of mentioned once of twice?,"@Avery_Mariah nachos cool, ai vorbit cu Jayk sau cu vreunul dintre prietenii tăi... pe care i-ai menționat o dată sau de două ori?",4
@andyclemmensen ..... well i said that cos obviously Shaun &lt;3's himself alot... so i &lt;3 you alot  hahahahah,"@andyclemmensen ..... ei bine, am spus asta pentru că evident Shaun &lt;3 se iubește foarte mult... așa că și eu te iubesc foarte mult hahahahah",4
@frogboy229 maybe someone on here wil recognize  him  ,@frogboy229 poate cineva de aici îl va recunoaște pe el,4
I am helping a good friend get setup on Linkedin  His company is in the process of layingoff. ,Ajut un bun prieten să se înregistreze pe Linkedin. Compania lui este în proces de concediere.,0
is watching a young Red Devils team; hopefully we can win ,mă uit la o echipă tânără a Diavolilor Roșii; sper că putem câștiga,4
"@NinjaLikesCheez *tears* video games = death.  @damnELECTRIC if you send me the money, I so would, but i'm hella broke and up at 2:15am.  ","@NinjaLikesCheez *lacrimi* jocurile video = moarte. @damnELECTRIC dacă mi-ai trimite banii, aș face-o, dar sunt foarte falit și sunt treaz la 2:15 dimineața.",0
@IvyBean104 Good Morning Ivy enjoy your reading. ,"@IvyBean104 Bună dimineața Ivy, bucură-te de lectură.",4
@munz Go for it! Bridezillas is a good topic. Plus u have first hand experience. ,@munz Du-te pentru asta! Bridezillas este un subiect bun. Plus că ai experiență de primă mână.,4
"@AstheniaRocks Feel abit poorly, but okay otherwise. Hungry tho.  as always. You okay shiney boy?x","@AstheniaRocks Mă simt puțin rău, dar altfel sunt bine. Însă flămând. ca întotdeauna. Ești bine, băiat strălucitor?x",4
eating! ,mâncând!,4
Im mad im sittin here &amp; i wanna go to sleep but cant! uuuuhhh ,Sunt supărat că stau aici și vreau să dorm dar nu pot! uuuuhhh,0
@AlyssaVacco I kno... So I change that 100 to 200 ughh ,@AlyssaVacco Știu... Așa că schimb acel 100 în 200 ughh,4
@isacullen Well shoot :/ I missed you too. I was craving my compy  So should've stayed home.,@isacullen Ei bine :/ Mi-ai lipsit și mie. Mi-a fost dor de calculatorul meu. Ar fi trebuit să rămân acasă.,0
@justkaty I blame josh &amp; bff ..she was sick earlier &amp; so was josh ,@justkaty Dau vina pe josh &amp; bff... ea era bolnavă mai devreme și la fel și josh,0
@enrique305 Wow! 385 followers! I only have 41 ,@enrique305 Wow! 385 de urmăritori! Eu am doar 41,0
*Please upload photos onto the FB FORMAL group* ...pls make my life easier ,"*Vă rugăm să încărcați fotografiile în grupul FB FORMAL* ...vă rog, faceți-mi viața mai ușoară",0
@Tyrese4ReaL if so can you share that #Tupac Memory with us ,"@Tyrese4ReaL dacă da, poți să împărtășești acea amintire cu #Tupac cu noi",4
wishing i had marvelous misadventures of flap jack on DVD ,aș vrea să am minunatele mele aventuri ale lui Flap Jack pe DVD,0
@RachelRoseberry @morganbritney....i started with my iced coffee as well  happy friday!,@RachelRoseberry @morganbritney....am început și eu cu cafeaua mea rece  vineri fericită!,4
@jkaymackey very good manners! ,@jkaymackey foarte bune maniere!,4
@biancaduhh aww. i think someone put it up on youtube lol ,Aww. Cred că cineva l-a pus pe YouTube lol,4
"Having been at work since 8 I suppose one could leave now, except it being my first day and the CEO is seated behind me still ","Fiind la serviciu de la 8, cred că aș putea pleca acum, cu excepția faptului că este prima mea zi și CEO-ul este așezat în spatele meu încă",4
@mikefoong lol i like challenges  the more impossible the more i want to try!,"lol îmi plac provocările, cu cât sunt mai imposibile, cu atât mai mult vreau să încerc!",4
@steveellwood There sure seems to be a lot of Cromarty in your life today.  Hope the weather stays fine for the fence painting.,Se pare că astăzi ai mult Cromarty în viața ta. Sper că vremea rămâne frumoasă pentru vopsirea gardului.,4
"Tough choices: Pay my phone bill, or go to New York, unfortunately they are both the same price ","Alegeri dificile: să-mi plătesc factura la telefon sau să merg la New York, din păcate ambele au același preț",0
thanks to everyone following me  i have a bebo http://www.bebo.com/madison_pettisxx,"mulțumesc tuturor celor care mă urmăresc, am un bebo http://www.bebo.com/madison_pettisxx",4
"Ugh, after spending the night at peoples houses so much, just being at my house alone is rrreeeaaallllyyyy lame! ","Ugh, după ce am petrecut atât de mult timp peste noapte la casele oamenilor, să fiu doar acasă este foarte plictisitor!",0
on the way to the airport ,pe drum spre aeroport,4
Thinks he's getting sick ,Crede că se îmbolnăvește,0
@RudeBoy28 Remember me? ,Te mai amintești de mine?,4
day 2 w/o my iphone is not goin so good ,ziua a 2-a fără iPhone-ul meu nu merge prea bine,0
"@Vickeretta Nooooo, i reckon Alan likes it. It's different, it's a risk - he likes risk takers. C'mon Yas! ","Nuuu, cred că lui Alan îi place. Este diferit, este un risc - îi plac cei care își asumă riscuri. Hai, Yas!",0
I am beyond exhausted today.  I have absolutely no motivation to do anything. Plus a nasty headache. ,Sunt dincolo de epuizare astăzi. Nu am absolut nicio motivație să fac ceva. Plus o durere de cap urâtă.,0
"for my very short #followfriday, some new tweeps that I have found very interesting  @SDArtJournal @dwellephant @ranchovalencia","pentru #followfriday-ul meu foarte scurt, câțiva tweeps noi pe care i-am găsit foarte interesanți @SDArtJournal @dwellephant @ranchovalencia",4
@metawops It depends on how much followers you have... ,Depinde de câți urmăritori ai...,0
@goldenspines Twitter often does weird stuff.  ,Twitter adesea face lucruri ciudate.,4
"Sara graduates on Thursday, I am sooo not ready for this!   I don't want her to grow up.","Sara absolvă joi, nu sunt deloc pregătit pentru asta! Nu vreau să crească.",0
"@UmAlawi lol nooo, I've been on here for months and have a way worse attn span  But, ok, maybe ;) *watch out for me*","lol nuuu, am fost aici de luni de zile și am o atenție mult mai proastă. Dar, ok, poate ;) *ai grijă de mine*",4
right I am off to the hospital  seeya later ,"bine, plec la spital, ne vedem mai târziu",4
does not like the heat. I think I have been bitten and I can't stop sneezing ,nu-mi place căldura. Cred că am fost mușcat și nu pot să opresc strănutul,0
@martinbrossman Sorry to hear that Martin   Give her my best!,"Îmi pare rău să aud asta, Martin. Transmite-i cele mai bune gânduri!",0
headache still not lifted. additional symptoms. looks like pill-popping all day ,Durerile de cap nu s-au ameliorat încă. Simptome suplimentare. Se pare că iau pastile toată ziua.,0
sending out paper work to tax commission to have the process to get the title for my bike so i can do the major repairs ,"Trimit documentele către comisia de impozite pentru a obține titlul pentru motocicleta mea, astfel încât să pot face reparațiile majore.",4
Highland Wildlife park today yeyyy  Yuri and Sasha the tiggies....shorrttssssss aye,"Astăzi la Highland Wildlife Park, yeyyy! Yuri și Sasha, tigrii... pantaloni scurți, aye.",4
"@amandapiell Oh, I'm a girl, and gaming computers are awesome - they support better graphics and sound, so games are pretty and don't lag ","Oh, sunt o fată, iar computerele de gaming sunt minunate - susțin grafică și sunet mai bune, astfel încât jocurile să fie frumoase și fără întârzieri.",4
"just woke up, ive been asleep sine 4 hah. i dont feel good  &amp; the people i used to steal internet from, moved. so text (: instead of m ...","Abia m-am trezit, am dormit de la 4. Nu mă simt bine și oamenii de la care obișnuiam să fur internet s-au mutat. Așa că trimite un mesaj în loc de mine...",0
dang i thought the Jonas Brother's were done performing but there was more. Dang i'm an idiot.  i guess youtube.,"Mda, credeam că frații Jonas au terminat de cântat, dar au mai fost. Mda, sunt un idiot. Cred că o să mă uit pe YouTube.",0
"@ChicMom well, good luck! ","Ei bine, mult noroc!",4
"@tommcfly hey Tom, I'm waiting for you back to Brazil cuz I didn't go to your last concert here  are you coming in October?","Hey Tom, te aștept înapoi în Brazilia pentru că nu am ajuns la ultimul tău concert aici. Vii în octombrie?",0
"@davehodg Ah mate, enjoy  We'll be thinking of you from the stuffy halls!","Ah, prietene, bucură-te! Vom fi alături de tine din sălile sufocante!",4
I can lose a lover but i cant lose a friend.  ESOTSM;,"Pot să pierd un iubit, dar nu pot să pierd un prieten. ESOTSM.",0
@Jason_Manford figuring that out has just ruined my childhood. ,Să descopăr asta mi-a distrus copilăria.,0
@lilygetcrunkk septum and you are coming ,Septum și tu veți veni.,4
"@jnyemb oh no way, you can't do that! Sooo unfair ","Oh, nu poți face asta! Atât de nedrept.",0
"Working hard on a beautiful day!! Yeaaaah!!  in St. Francis, WI http://loopt.us/vV5jZw.t",Muncind din greu într-o zi frumoasă! Yeaaaah!,4
#myweakness  Is music and i live to meet the people who make it ,#slăbiciuneamea este muzica și trăiesc pentru a cunoaște oamenii care o fac.,4
"ahh, too much work!  im gonna have to skip walking home for lunch to watch cartoons  ","Ahh, prea mult de lucru! Va trebui să renunț să merg acasă la prânz pentru a urmări desene animate.",0
"Waaah, asshat at CVS yesterday shortchanged me  I paid 10$ for chips.","Waaah, ieri la CVS, un nesimțit mi-a dat rest greșit. Am plătit 10$ pentru chipsuri.",0
"My dad wiped our comp hard drive cuz hes weird, so i cant watch buckley on blogtv  34 more minutes  &lt;!itsabby!&gt;","Tatăl meu a șters hard disk-ul calculatorului nostru pentru că e ciudat, așa că nu pot urmări Buckley pe blogtv. Mai sunt 34 de minute.",0
Morning world. It's a beautiful day  Here's hoping for some pathetic fallacy,"Bună dimineața, lume! Este o zi frumoasă. Sper să avem parte de puțină fantezie patetică.",4
@weisslu well if you are ever bored.... I'd give it a go! ,@weisslu dacă vreodată te plictisești... aș încerca!,4
"Mornin all! Slept thro bleddy alarm again!! I'm sooo late, #followfriday recs to come later in the day. Have a good Friday ","Bună dimineața! Am adormit din nou pe alarma blestemată!! Sunt atât de întârziată, recomandările #followfriday vor veni mai târziu în zi. O zi de vineri frumoasă",4
"@Mr_SOS thanks, always nice to start my morning with my husband putting me down   ...... j/k....... sort of ;)","@Mr_SOS mulțumesc, întotdeauna plăcut să încep dimineața cu soțul meu punându-mă la pământ   ...... glumesc....... cam așa ;)",0
@JudahGabriel i wish i had that much to say ,@JudahGabriel aș vrea să am atât de multe de spus,0
so tired waking up at 610 D: mathh finallL  then win! then home&lt;3,atât de obosită să mă trezesc la 6:10 D: final de matematică apoi victorie! apoi acasă&lt;3,4
is shattered but happy that she completed the Race for Life. ,e distrusă dar fericită că a terminat cursa pentru viață.,4
getting ready for Jonathan Coulton (and Paul and Storm) in Atlanta! Hoping for First of May&quot;  #jocorequests,"pregătindu-mă pentru Jonathan Coulton (și Paul și Storm) în Atlanta! Sperând la ""First of May""  #jocorequests",4
"@carltonf @travisfitzwater Carlton better get on it. I just lapped him!  2256 followers as of this morning. ;) Travis, I'm comin' for ya! ","@carltonf @travisfitzwater Carlton mai bine se apucă de treabă. L-am depășit deja!  2256 de urmăritori începând de dimineață. ;) Travis, vin după tine!",4
@Yelovesit hell yea cutie ,@Yelovesit daaa scumpo,4
@CaraNScott AWW 5ME I miss you too! I wish I were there  Have you had any CalPis yet? Drink some for me ,@CaraNScott AWW 5ME și eu îmi e dor de tine! Aș vrea să fiu acolo  Ai băut vreun CalPis încă? Bea și pentru mine,0
"@forcystus arrrgh, at least you got into stats.  i failed diagnostic exam so i lost my spot. ;_;","@forcystus arrrgh, cel puțin ai intrat la statistică. Am picat examenul diagnostic așa că mi-am pierdut locul. ;_;",0
changed my profile photo. Hope it looks nice! ,mi-am schimbat poza de profil. Sper să arate bine!,4
Ass of a mosquito bite. ARGH. It's bleeding ,O mușcătură de țânțar. ARGH. Sângerează,0
In fairness. He smells good. ,În onestitate. Miroase bine.,4
